case_id,activity,timestamp,duration_seconds,variant,amount,submitter_id
CASE-00011,paid,2024-01-09 10:13:17.989618+00:00,2861.59,happy_path,1270.81,EMP-144
CASE-00012,submit,2023-10-19 08:43:43.178127+00:00,271.5,exception,734.74,EMP-127
CASE-00012,missing_receipt,2023-10-19 08:48:14.674490+00:00,1938.3,exception,734.74,EMP-127
CASE-00012,hold,2023-10-19 09:20:32.970942+00:00,271348.1,exception,734.74,EMP-127
CASE-00012,resolved,2023-10-22 12:43:01.075123+00:00,2859.7,exception,734.74,EMP-127
CASE-00012,paid,2023-10-22 13:30:40.778799+00:00,2454.89,exception,734.74,EMP-127
CASE-00013,submit,2024-01-18 06:14:16.837872+00:00,255.26,happy_path,364.46,EMP-098
CASE-00013,manager_approval,2024-01-18 06:18:32.094151+00:00,89677.75,happy_path,364.46,EMP-098
CASE-00013,finance_approval,2024-01-19 07:13:09.848190+00:00,26949.0,happy_path,364.46,EMP-098
CASE-00013,paid,2024-01-19 14:42:18.849834+00:00,2894.14,happy_path,364.46,EMP-098
CASE-00014,submit,2024-02-15 03:47:31.539249+00:00,306.38,escalation,617.03,EMP-138
CASE-00014,manager_approval,2024-02-15 03:52:37.918549+00:00,66837.29,escalation,617.03,EMP-138
CASE-00014,finance_review,2024-02-15 22:26:35.205099+00:00,165957.45,escalation,617.03,EMP-138
CASE-00014,paid,2024-02-17 20:32:32.656935+00:00,4108.51,escalation,617.03,EMP-138
CASE-00015,submit,2023-11-19 09:50:26.517281+00:00,262.36,happy_path,3624.36,EMP-185
CASE-00015,manager_approval,2023-11-19 09:54:48.874219+00:00,86350.09,happy_path,3624.36,EMP-185
CASE-00015,finance_approval,2023-11-20 09:53:58.968460+00:00,55619.11,happy_path,3624.36,EMP-185
CASE-00015,paid,2023-11-21 01:20:58.077555+00:00,2650.41,happy_path,3624.36,EMP-185
CASE-00016,submit,2023-11-07 19:17:45.454645+00:00,274.99,happy_path,3212.8,EMP-156
CASE-00016,manager_approval,2023-11-07 19:22:20.441457+00:00,95528.5,happy_path,3212.8,EMP-156
CASE-00016,finance_approval,2023-11-08 21:54:28.940721+00:00,58791.03,happy_path,3212.8,EMP-156
CASE-00016,paid,2023-11-09 14:14:19.975421+00:00,3013.82,happy_path,3212.8,EMP-156
CASE-00017,submit,2023-10-06 12:08:22.297584+00:00,411.22,exception,3014.78,EMP-126
CASE-00017,missing_receipt,2023-10-06 12:15:13.515057+00:00,1534.47,exception,3014.78,EMP-126
CASE-00017,hold,2023-10-06 12:40:47.983070+00:00,295560.43,exception,3014.78,EMP-126
CASE-00017,resolved,2023-10-09 22:46:48.413580+00:00,3151.87,exception,3014.78,EMP-126
CASE-00017,paid,2023-10-09 23:39:20.285478+00:00,5325.2,exception,3014.78,EMP-126
CASE-00018,submit,2024-02-26 21:13:13.637189+00:00,343.81,exception,473.98,EMP-125
CASE-00018,missing_receipt,2024-02-26 21:18:57.448504+00:00,2166.52,exception,473.98,EMP-125
CASE-00018,hold,2024-02-26 21:55:03.972434+00:00,244504.45,exception,473.98,EMP-125
CASE-00018,resolved,2024-02-29 17:50:08.423751+00:00,4220.0,exception,473.98,EMP-125
CASE-00018,paid,2024-02-29 19:00:28.422704+00:00,4538.93,exception,473.98,EMP-125
CASE-00019,submit,2024-03-08 00:54:38.654958+00:00,263.34,exception,867.38,EMP-136
CASE-00019,missing_receipt,2024-03-08 00:59:01.993468+00:00,1896.12,exception,867.38,EMP-136
CASE-00019,hold,2024-03-08 01:30:38.111022+00:00,123638.28,exception,867.38,EMP-136
CASE-00019,resolved,2024-03-09 11:51:16.388362+00:00,3362.72,exception,867.38,EMP-136
CASE-00019,paid,2024-03-09 12:47:19.110815+00:00,3835.03,exception,867.38,EMP-136
CASE-00020,submit,2024-03-12 22:19:58.244367+00:00,349.44,exception,3266.9,EMP-113
CASE-00020,missing_receipt,2024-03-12 22:25:47.681968+00:00,1583.99,exception,3266.9,EMP-113
CASE-00020,hold,2024-03-12 22:52:11.668629+00:00,278773.53,exception,3266.9,EMP-113
CASE-00020,resolved,2024-03-16 04:18:25.200919+00:00,3713.84,exception,3266.9,EMP-113
CASE-00020,paid,2024-03-16 05:20:19.042549+00:00,3672.66,exception,3266.9,EMP-113
CASE-00021,submit,2023-10-15 18:41:24.473612+00:00,270.6,escalation,2962.78,EMP-002
CASE-00021,manager_approval,2023-10-15 18:45:55.075346+00:00,74972.17,escalation,2962.78,EMP-002
CASE-00021,finance_review,2023-10-16 15:35:27.243729+00:00,243731.64,escalation,2962.78,EMP-002
CASE-00021,paid,2023-10-19 11:17:38.888270+00:00,2601.42,escalation,2962.78,EMP-002
CASE-00022,submit,2023-12-29 08:59:26.290788+00:00,206.72,happy_path,1228.12,EMP-172
CASE-00022,manager_approval,2023-12-29 09:02:53.010899+00:00,77950.01,happy_path,1228.12,EMP-172
CASE-00022,finance_approval,2023-12-30 06:42:03.017520+00:00,50173.45,happy_path,1228.12,EMP-172
CASE-00022,paid,2023-12-30 20:38:16.466246+00:00,2805.66,happy_path,1228.12,EMP-172
CASE-00023,submit,2023-11-06 06:34:14.988156+00:00,352.27,happy_path,2391.22,EMP-105
CASE-00023,manager_approval,2023-11-06 06:40:07.253339+00:00,99523.46,happy_path,2391.22,EMP-105
CASE-00023,finance_approval,2023-11-07 10:18:50.708682+00:00,36036.05,happy_path,2391.22,EMP-105
CASE-00023,paid,2023-11-07 20:19:26.763246+00:00,4066.4,happy_path,2391.22,EMP-105
CASE-00024,submit,2023-10-20 17:09:54.732155+00:00,255.28,rejection_loop,3383.15,EMP-166
CASE-00024,manager_rejects,2023-10-20 17:14:10.015181+00:00,3913.77,rejection_loop,3383.15,EMP-166
CASE-00024,resubmit,2023-10-20 18:19:23.782533+00:00,8078.57,rejection_loop,3383.15,EMP-166
CASE-00024,manager_approval,2023-10-20 20:34:02.350423+00:00,73925.2,rejection_loop,3383.15,EMP-166
CASE-00024,paid,2023-10-21 17:06:07.547250+00:00,3960.32,rejection_loop,3383.15,EMP-166
CASE-00025,submit,2024-03-08 09:46:45.557706+00:00,360.9,happy_path,1428.8,EMP-064
CASE-00025,manager_approval,2024-03-08 09:52:46.461602+00:00,121322.42,happy_path,1428.8,EMP-064
CASE-00025,finance_approval,2024-03-09 19:34:48.880298+00:00,49166.79,happy_path,1428.8,EMP-064
CASE-00025,paid,2024-03-10 09:14:15.670916+00:00,3852.37,happy_path,1428.8,EMP-064
CASE-00026,submit,2024-03-25 10:03:49.793292+00:00,278.58,escalation,2725.91,EMP-004
CASE-00026,manager_approval,2024-03-25 10:08:28.373209+00:00,123965.08,escalation,2725.91,EMP-004
CASE-00026,finance_review,2024-03-26 20:34:33.451896+00:00,135328.57,escalation,2725.91,EMP-004
CASE-00026,paid,2024-03-28 10:10:02.024957+00:00,4120.91,escalation,2725.91,EMP-004
CASE-00027,submit,2023-11-01 15:13:56.512037+00:00,359.84,happy_path,2035.15,EMP-016
CASE-00027,manager_approval,2023-11-01 15:19:56.352081+00:00,107889.5,happy_path,2035.15,EMP-016
CASE-00027,finance_approval,2023-11-02 21:18:05.848724+00:00,43297.01,happy_path,2035.15,EMP-016
CASE-00027,paid,2023-11-03 09:19:42.862839+00:00,5013.07,happy_path,2035.15,EMP-016
CASE-00028,submit,2024-03-30 04:13:33.666991+00:00,253.13,happy_path,3498.13,EMP-188
CASE-00028,manager_approval,2024-03-30 04:17:46.793809+00:00,54101.52,happy_path,3498.13,EMP-188
CASE-00028,finance_approval,2024-03-30 19:19:28.318710+00:00,39265.13,happy_path,3498.13,EMP-188
CASE-00028,paid,2024-03-31 06:13:53.450056+00:00,4025.24,happy_path,3498.13,EMP-188
CASE-00029,submit,2023-10-13 23:20:12.151603+00:00,341.6,exception,2916.94,EMP-139
CASE-00029,missing_receipt,2023-10-13 23:25:53.752005+00:00,1762.56,exception,2916.94,EMP-139
CASE-00029,hold,2023-10-13 23:55:16.311024+00:00,284729.76,exception,2916.94,EMP-139
CASE-00029,resolved,2023-10-17 07:00:46.072822+00:00,2267.81,exception,2916.94,EMP-139
CASE-00029,paid,2023-10-17 07:38:33.879334+00:00,3893.52,exception,2916.94,EMP-139
CASE-00030,submit,2023-10-17 10:04:53.507422+00:00,331.66,escalation,331.55,EMP-131
CASE-00030,manager_approval,2023-10-17 10:10:25.163170+00:00,113113.82,escalation,331.55,EMP-131
CASE-00030,finance_review,2023-10-18 17:35:38.979774+00:00,158475.12,escalation,331.55,EMP-131
CASE-00030,paid,2023-10-20 13:36:54.100505+00:00,3012.35,escalation,331.55,EMP-131
CASE-00031,submit,2024-01-15 04:55:49.182352+00:00,324.05,happy_path,4456.92,EMP-064
CASE-00031,manager_approval,2024-01-15 05:01:13.229728+00:00,88607.78,happy_path,4456.92,EMP-064
CASE-00031,finance_approval,2024-01-16 05:38:01.011638+00:00,38091.79,happy_path,4456.92,EMP-064
CASE-00031,paid,2024-01-16 16:12:52.800398+00:00,2629.62,happy_path,4456.92,EMP-064
CASE-00032,submit,2024-02-08 21:56:54.885877+00:00,304.28,happy_path,1340.79,EMP-172
CASE-00032,manager_approval,2024-02-08 22:01:59.163858+00:00,108027.73,happy_path,1340.79,EMP-172
CASE-00032,finance_approval,2024-02-10 04:02:26.896952+00:00,40327.17,happy_path,1340.79,EMP-172
CASE-00032,paid,2024-02-10 15:14:34.067635+00:00,2930.04,happy_path,1340.79,EMP-172
CASE-00033,submit,2023-10-04 16:14:33.985464+00:00,244.11,happy_path,3771.73,EMP-019
CASE-00033,manager_approval,2023-10-04 16:18:38.093748+00:00,67227.4,happy_path,3771.73,EMP-019
CASE-00033,finance_approval,2023-10-05 10:59:05.498050+00:00,50435.72,happy_path,3771.73,EMP-019
CASE-00033,paid,2023-10-06 00:59:41.221314+00:00,4256.97,happy_path,3771.73,EMP-019
CASE-00034,submit,2024-03-09 13:19:59.629172+00:00,341.83,escalation,705.66,EMP-090
CASE-00034,manager_approval,2024-03-09 13:25:41.458530+00:00,72128.57,escalation,705.66,EMP-090
CASE-00034,finance_review,2024-03-10 09:27:50.023870+00:00,217623.05,escalation,705.66,EMP-090
CASE-00034,paid,2024-03-12 21:54:53.069212+00:00,5026.41,escalation,705.66,EMP-090
CASE-00035,submit,2024-01-06 05:01:25.651351+00:00,262.34,rejection_loop,3077.8,EMP-168
CASE-00035,manager_rejects,2024-01-06 05:05:47.994089+00:00,2936.28,rejection_loop,3077.8,EMP-168
CASE-00035,resubmit,2024-01-06 05:54:44.277157+00:00,7965.58,rejection_loop,3077.8,EMP-168
CASE-00035,manager_approval,2024-01-06 08:07:29.859754+00:00,82200.11,rejection_loop,3077.8,EMP-168
CASE-00035,paid,2024-01-07 06:57:29.965493+00:00,4108.5,rejection_loop,3077.8,EMP-168
CASE-00036,submit,2023-11-21 00:32:39.397920+00:00,267.41,rejection_loop,3724.96,EMP-040
CASE-00036,manager_rejects,2023-11-21 00:37:06.804506+00:00,2845.44,rejection_loop,3724.96,EMP-040
CASE-00036,resubmit,2023-11-21 01:24:32.245365+00:00,5447.99,rejection_loop,3724.96,EMP-040
CASE-00036,manager_approval,2023-11-21 02:55:20.230641+00:00,95205.85,rejection_loop,3724.96,EMP-040
CASE-00036,paid,2023-11-22 05:22:06.078435+00:00,4822.59,rejection_loop,3724.96,EMP-040
CASE-00037,submit,2023-10-19 14:43:45.769868+00:00,257.17,happy_path,2468.23,EMP-014
CASE-00037,manager_approval,2023-10-19 14:48:02.939380+00:00,94430.96,happy_path,2468.23,EMP-014
CASE-00037,finance_approval,2023-10-20 17:01:53.901986+00:00,55561.47,happy_path,2468.23,EMP-014
CASE-00037,paid,2023-10-21 08:27:55.370216+00:00,3634.43,happy_path,2468.23,EMP-014
CASE-00038,submit,2023-12-21 12:43:45.880460+00:00,278.83,escalation,1346.68,EMP-190
CASE-00038,manager_approval,2023-12-21 12:48:24.713934+00:00,59755.4,escalation,1346.68,EMP-190
CASE-00038,finance_review,2023-12-22 05:24:20.109521+00:00,252195.82,escalation,1346.68,EMP-190
CASE-00038,paid,2023-12-25 03:27:35.930175+00:00,5001.5,escalation,1346.68,EMP-190
CASE-00039,submit,2024-03-01 05:27:01.749267+00:00,270.49,escalation,787.82,EMP-010
CASE-00039,manager_approval,2024-03-01 05:31:32.242269+00:00,80340.18,escalation,787.82,EMP-010
CASE-00039,finance_review,2024-03-02 03:50:32.417975+00:00,198619.68,escalation,787.82,EMP-010
CASE-00039,paid,2024-03-04 11:00:52.097608+00:00,4154.7,escalation,787.82,EMP-010
CASE-00040,submit,2024-03-12 19:21:15.947260+00:00,311.28,rejection_loop,3990.81,EMP-011
CASE-00040,manager_rejects,2024-03-12 19:26:27.232034+00:00,4040.39,rejection_loop,3990.81,EMP-011
CASE-00040,resubmit,2024-03-12 20:33:47.624098+00:00,9701.85,rejection_loop,3990.81,EMP-011
CASE-00040,manager_approval,2024-03-12 23:15:29.470117+00:00,109028.0,rejection_loop,3990.81,EMP-011
CASE-00040,paid,2024-03-14 05:32:37.470701+00:00,4286.15,rejection_loop,3990.81,EMP-011
CASE-00041,submit,2024-03-06 15:05:47.787613+00:00,259.23,escalation,815.04,EMP-061
CASE-00041,manager_approval,2024-03-06 15:10:07.015039+00:00,125374.3,escalation,815.04,EMP-061
CASE-00041,finance_review,2024-03-08 01:59:41.315349+00:00,161058.93,escalation,815.04,EMP-061
CASE-00041,paid,2024-03-09 22:44:00.246329+00:00,3748.21,escalation,815.04,EMP-061
CASE-00042,submit,2024-02-24 09:39:20.880750+00:00,290.89,rejection_loop,1694.32,EMP-106
CASE-00042,manager_rejects,2024-02-24 09:44:11.766033+00:00,4319.16,rejection_loop,1694.32,EMP-106
CASE-00042,resubmit,2024-02-24 10:56:10.923630+00:00,4723.62,rejection_loop,1694.32,EMP-106
CASE-00042,manager_approval,2024-02-24 12:14:54.544108+00:00,82393.96,rejection_loop,1694.32,EMP-106
CASE-00042,paid,2024-02-25 11:08:08.508025+00:00,5174.88,rejection_loop,1694.32,EMP-106
CASE-00043,submit,2023-11-12 00:54:49.175270+00:00,327.07,happy_path,4367.23,EMP-121
CASE-00043,manager_approval,2023-11-12 01:00:16.248642+00:00,64479.53,happy_path,4367.23,EMP-121
CASE-00043,finance_approval,2023-11-12 18:54:55.775043+00:00,38841.21,happy_path,4367.23,EMP-121
CASE-00043,paid,2023-11-13 05:42:16.984522+00:00,5107.7,happy_path,4367.23,EMP-121
CASE-00044,submit,2023-12-13 17:22:22.898640+00:00,295.93,happy_path,167.14,EMP-050
CASE-00044,manager_approval,2023-12-13 17:27:18.830202+00:00,94461.7,happy_path,167.14,EMP-050
CASE-00044,finance_approval,2023-12-14 19:41:40.529358+00:00,44178.0,happy_path,167.14,EMP-050
CASE-00044,paid,2023-12-15 07:57:58.533139+00:00,2771.88,happy_path,167.14,EMP-050
CASE-00045,submit,2023-12-01 14:34:02.750470+00:00,421.0,escalation,3413.61,EMP-138
CASE-00045,manager_approval,2023-12-01 14:41:03.750716+00:00,94030.81,escalation,3413.61,EMP-138
CASE-00045,finance_review,2023-12-02 16:48:14.560561+00:00,168790.3,escalation,3413.61,EMP-138
CASE-00045,paid,2023-12-04 15:41:24.856397+00:00,4783.49,escalation,3413.61,EMP-138
CASE-00046,submit,2023-12-20 05:18:55.573197+00:00,293.0,exception,239.37,EMP-153
CASE-00046,missing_receipt,2023-12-20 05:23:48.576609+00:00,1542.07,exception,239.37,EMP-153
CASE-00046,hold,2023-12-20 05:49:30.643437+00:00,177973.63,exception,239.37,EMP-153
CASE-00046,resolved,2023-12-22 07:15:44.276254+00:00,3155.56,exception,239.37,EMP-153
CASE-00046,paid,2023-12-22 08:08:19.834162+00:00,2713.96,exception,239.37,EMP-153
CASE-00047,submit,2024-01-04 14:03:21.260908+00:00,351.95,happy_path,3558.49,EMP-001
CASE-00047,manager_approval,2024-01-04 14:09:13.208693+00:00,97843.28,happy_path,3558.49,EMP-001
CASE-00047,finance_approval,2024-01-05 17:19:56.487320+00:00,32912.5,happy_path,3558.49,EMP-001
CASE-00047,paid,2024-01-06 02:28:28.991779+00:00,4968.62,happy_path,3558.49,EMP-001
CASE-00048,submit,2024-03-16 17:43:48.355903+00:00,264.05,happy_path,2184.92,EMP-171
CASE-00048,manager_approval,2024-03-16 17:48:12.405405+00:00,63601.42,happy_path,2184.92,EMP-171
CASE-00048,finance_approval,2024-03-17 11:28:13.820503+00:00,35774.62,happy_path,2184.92,EMP-171
CASE-00048,paid,2024-03-17 21:24:28.437239+00:00,4969.03,happy_path,2184.92,EMP-171
CASE-00049,submit,2023-12-14 10:22:10.819522+00:00,390.84,escalation,3351.12,EMP-084
CASE-00049,manager_approval,2023-12-14 10:28:41.659796+00:00,83210.86,escalation,3351.12,EMP-084
CASE-00049,finance_review,2023-12-15 09:35:32.515660+00:00,194421.58,escalation,3351.12,EMP-084
CASE-00049,paid,2023-12-17 15:35:54.090911+00:00,1724.29,escalation,3351.12,EMP-084
CASE-00050,submit,2024-01-13 10:32:04.923673+00:00,368.29,escalation,4518.89,EMP-158
CASE-00050,manager_approval,2024-01-13 10:38:13.213151+00:00,52404.54,escalation,4518.89,EMP-158
CASE-00050,finance_review,2024-01-14 01:11:37.754110+00:00,218338.19,escalation,4518.89,EMP-158
CASE-00050,paid,2024-01-16 13:50:35.945696+00:00,3394.69,escalation,4518.89,EMP-158
CASE-00051,submit,2023-12-25 16:44:56.334722+00:00,338.88,rejection_loop,3052.97,EMP-083
CASE-00051,manager_rejects,2023-12-25 16:50:35.213014+00:00,3211.12,rejection_loop,3052.97,EMP-083
CASE-00051,resubmit,2023-12-25 17:44:06.332461+00:00,7643.69,rejection_loop,3052.97,EMP-083
CASE-00051,manager_approval,2023-12-25 19:51:30.021733+00:00,40585.71,rejection_loop,3052.97,EMP-083
CASE-00051,paid,2023-12-26 07:07:55.728256+00:00,3924.69,rejection_loop,3052.97,EMP-083
CASE-00052,submit,2023-11-23 01:57:26.170452+00:00,257.04,rejection_loop,889.97,EMP-022
CASE-00052,manager_rejects,2023-11-23 02:01:43.209638+00:00,2885.37,rejection_loop,889.97,EMP-022
CASE-00052,resubmit,2023-11-23 02:49:48.578179+00:00,10893.89,rejection_loop,889.97,EMP-022
CASE-00052,manager_approval,2023-11-23 05:51:22.466540+00:00,115872.19,rejection_loop,889.97,EMP-022
CASE-00052,paid,2023-11-24 14:02:34.659200+00:00,3673.66,rejection_loop,889.97,EMP-022
CASE-00053,submit,2023-11-16 01:43:11.245507+00:00,351.5,rejection_loop,779.4,EMP-012
CASE-00053,manager_rejects,2023-11-16 01:49:02.742314+00:00,2446.04,rejection_loop,779.4,EMP-012
CASE-00053,resubmit,2023-11-16 02:29:48.778310+00:00,7745.27,rejection_loop,779.4,EMP-012
CASE-00053,manager_approval,2023-11-16 04:38:54.048434+00:00,106448.04,rejection_loop,779.4,EMP-012
CASE-00053,paid,2023-11-17 10:13:02.084011+00:00,4011.36,rejection_loop,779.4,EMP-012
CASE-00054,submit,2023-12-11 02:47:13.124892+00:00,272.61,escalation,1012.45,EMP-179
CASE-00054,manager_approval,2023-12-11 02:51:45.738174+00:00,93596.05,escalation,1012.45,EMP-179
CASE-00054,finance_review,2023-12-12 04:51:41.787468+00:00,137937.86,escalation,1012.45,EMP-179
CASE-00054,paid,2023-12-13 19:10:39.643670+00:00,1842.75,escalation,1012.45,EMP-179
CASE-00055,submit,2023-12-18 12:37:53.608197+00:00,367.83,rejection_loop,4433.05,EMP-200
CASE-00055,manager_rejects,2023-12-18 12:44:01.436601+00:00,4949.74,rejection_loop,4433.05,EMP-200
CASE-00055,resubmit,2023-12-18 14:06:31.181221+00:00,6625.86,rejection_loop,4433.05,EMP-200
CASE-00055,manager_approval,2023-12-18 15:56:57.040272+00:00,85619.31,rejection_loop,4433.05,EMP-200
CASE-00055,paid,2023-12-19 15:43:56.347661+00:00,3608.81,rejection_loop,4433.05,EMP-200
CASE-00056,submit,2024-01-06 14:29:23.088826+00:00,416.53,happy_path,4017.01,EMP-171
CASE-00056,manager_approval,2024-01-06 14:36:19.619953+00:00,68806.34,happy_path,4017.01,EMP-171
CASE-00056,finance_approval,2024-01-07 09:43:05.959025+00:00,40923.75,happy_path,4017.01,EMP-171
CASE-00056,paid,2024-01-07 21:05:09.705320+00:00,3632.09,happy_path,4017.01,EMP-171
CASE-00057,submit,2024-02-29 12:03:31.727507+00:00,235.17,rejection_loop,4465.5,EMP-110
CASE-00057,manager_rejects,2024-02-29 12:07:26.894805+00:00,2377.6,rejection_loop,4465.5,EMP-110
CASE-00057,resubmit,2024-02-29 12:47:04.498826+00:00,6062.44,rejection_loop,4465.5,EMP-110
CASE-00057,manager_approval,2024-02-29 14:28:06.936276+00:00,85423.24,rejection_loop,4465.5,EMP-110
CASE-00057,paid,2024-03-01 14:11:50.173249+00:00,2579.61,rejection_loop,4465.5,EMP-110
CASE-00058,submit,2023-11-21 21:59:06.163889+00:00,311.95,happy_path,1273.84,EMP-164
CASE-00058,manager_approval,2023-11-21 22:04:18.115698+00:00,61905.82,happy_path,1273.84,EMP-164
CASE-00058,finance_approval,2023-11-22 15:16:03.934615+00:00,43723.4,happy_path,1273.84,EMP-164
CASE-00058,paid,2023-11-23 03:24:47.333972+00:00,4566.78,happy_path,1273.84,EMP-164
CASE-00059,submit,2023-11-29 13:08:43.208049+00:00,268.29,rejection_loop,1210.74,EMP-086
CASE-00059,manager_rejects,2023-11-29 13:13:11.498264+00:00,3518.26,rejection_loop,1210.74,EMP-086
CASE-00059,resubmit,2023-11-29 14:11:49.758015+00:00,7525.37,rejection_loop,1210.74,EMP-086
CASE-00059,manager_approval,2023-11-29 16:17:15.126743+00:00,119408.72,rejection_loop,1210.74,EMP-086
CASE-00059,paid,2023-12-01 01:27:23.842451+00:00,3511.32,rejection_loop,1210.74,EMP-086
CASE-00060,submit,2023-10-14 04:59:16.330996+00:00,278.95,happy_path,2735.93,EMP-107
CASE-00060,manager_approval,2023-10-14 05:03:55.283061+00:00,97077.24,happy_path,2735.93,EMP-107
CASE-00060,finance_approval,2023-10-15 08:01:52.521696+00:00,36995.75,happy_path,2735.93,EMP-107
CASE-00060,paid,2023-10-15 18:18:28.272438+00:00,3869.82,happy_path,2735.93,EMP-107
CASE-00061,submit,2023-12-10 11:14:45.761884+00:00,156.13,happy_path,4409.25,EMP-148
CASE-00061,manager_approval,2023-12-10 11:17:21.887427+00:00,106498.4,happy_path,4409.25,EMP-148
CASE-00061,finance_approval,2023-12-11 16:52:20.284608+00:00,43448.3,happy_path,4409.25,EMP-148
CASE-00061,paid,2023-12-12 04:56:28.587862+00:00,3638.51,happy_path,4409.25,EMP-148
CASE-00062,submit,2024-02-12 05:37:08.912883+00:00,182.44,exception,2124.16,EMP-192
CASE-00062,missing_receipt,2024-02-12 05:40:11.353935+00:00,1997.5,exception,2124.16,EMP-192
CASE-00062,hold,2024-02-12 06:13:28.853590+00:00,83647.02,exception,2124.16,EMP-192
CASE-00062,resolved,2024-02-13 05:27:35.874212+00:00,3122.26,exception,2124.16,EMP-192
CASE-00062,paid,2024-02-13 06:19:38.129782+00:00,3653.1,exception,2124.16,EMP-192
